State,Low Access Numbers.People.10 Miles,Vehicle Access.10 Miles,Sales.Retail Sales,Income.Median Houseold Income,Region
mn,1287,23.0,85167.0,58727,Midwest
mn,1220,7.0,130722.0,57163,Midwest
mn,3576,23.0,666387.0,60294,Midwest
mn,1178,19.0,128437.0,59643,Midwest
mn,3312,57.0,189516.0,50870,Midwest
mn,826,9.0,67472.0,53071,Midwest
mn,825,9.0,135970.0,61452,Midwest
mn,1666,1.0,53160.0,49967,Midwest
mn,5,0.0,210659.0,71080,Midwest
mn,721,8.0,66946.0,53077,Midwest
mn,4866,7.0,458861.0,57730,Midwest
mn,1905,51.0,26787.0,44688,Midwest
mn,5754,7.0,123008.0,60118,Midwest
mn,1924,31.0,294477.0,52798,Midwest
mn,730,9.0,501430.0,62121,Midwest
mn,2994,44.0,249957.0,63452,Midwest
mn,906,19.0,252568.0,56135,Midwest
mn,6369,38.0,419928.0,57815,Midwest
mn,2938,79.0,370033.0,54295,Midwest
mn,1264,9.0,46756.0,60231,Midwest
mn,1715,7.0,232601.0,67399,Midwest
mn,3334,36.0,328011.0,55304,Midwest
mn,1781,40.0,46993.0,55085,Midwest
mn,6,0.0,2447209.0,76951,Midwest
mn,8189,123.0,776482.0,58682,Midwest
mn,1312,7.0,233507.0,60122,Midwest
mn,2769,7.0,262928.0,53422,Midwest
mn,2702,39.0,135494.0,52917,Midwest
mn,4736,78.0,331598.0,59343,Midwest
mn,1369,7.0,138501.0,61275,Midwest
mn,0,0.0,6557022.0,64660,Midwest
mn,4056,84.0,61848.0,58576,Midwest
mn,5155,80.0,169590.0,55404,Midwest
mn,4997,120.0,120636.0,59028,Midwest
mn,0,7.0,683367.0,68584,Midwest
mn,1180,17.0,103993.0,63005,Midwest
mn,4597,47.0,271221.0,62202,Midwest
mn,0,0.0,1337067.0,102152,Midwest
mn,7,0.0,795479.0,89250,Midwest
mn,498,2.0,75851.0,63439,Midwest
mn,11695,197.0,3008058.0,55646,Midwest
mn,4284,32.0,2917927.0,62789,Midwest
mn,1418,29.0,568130.0,64903,Midwest
mn,1267,16.0,210056.0,60559,Midwest
mn,2463,33.0,93660.0,51620,Midwest
mn,7279,157.0,156783.0,53585,Midwest
mn,551,0.0,46699.0,51957,Midwest
mn,1684,8.0,223854.0,65226,Midwest
mn,1018,7.0,164261.0,46605,Midwest
mn,3375,65.0,180647.0,56762,Midwest
mn,0,0.0,2976360.0,96671,Midwest
mn,243,1.0,64331.0,54065,Midwest
mn,1760,13.0,68398.0,60595,Midwest
mn,1325,7.0,681881.0,59329,Midwest
mn,0,0.0,1713538.0,84974,Midwest
mn,3375,50.0,99950.0,59210,Midwest
ms,501,11.0,488747.0,29936,South
ms,1136,7.0,537985.0,42086,South
ms,1831,46.0,39229.0,33981,South
ms,2621,36.0,192464.0,33767,South
ms,3120,38.0,24395.0,36258,South
ms,6670,7.0,371156.0,29854,South
ms,468,1.0,95228.0,37263,South
ms,5949,150.0,22111.0,46052,South
ms,316,13.0,153356.0,36548,South
ms,1104,31.0,25113.0,36777,South
ms,1237,62.0,35327.0,29338,South
ms,2267,49.0,63556.0,43207,South
ms,3173,7.0,165403.0,31833,South
ms,4460,252.0,295392.0,29121,South
ms,3948,74.0,181455.0,42151,South
ms,0,0.0,188345.0,38178,South
ms,3,0.0,2320903.0,67038,South
ms,2437,31.0,3680206.0,39840,South
ms,2629,25.0,28978.0,40219,South
ms,2150,95.0,229453.0,47292,South
ms,782,9.0,48337.0,49677,South
ms,1964,58.0,415123.0,40122,South
ms,2468,20.0,346183.0,48119,South
ms,2674,55.0,2859097.0,47894,South
ms,7373,7.0,3072334.0,44625,South
ms,4858,289.0,98105.0,21504,South
ms,1247,50.0,100431.0,28962,South
ms,363,17.0,275248.0,24208,South
ms,713,7.0,157061.0,44567,South
ms,952,0.0,1220485.0,51657,South
ms,2100,44.0,73006.0,35872,South
ms,770,18.0,21969.0,25019,South
ms,2067,56.0,61565.0,32116,South
ms,2269,47.0,796350.0,41775,South
ms,3870,93.0,37819.0,31103,South
ms,3671,37.0,548785.0,50272,South
ms,1630,7.0,1041387.0,60328,South
ms,5566,146.0,1488172.0,42534,South
ms,2637,46.0,62461.0,41914,South
ms,3022,128.0,173043.0,37096,South
ms,0,0.0,1628067.0,50559,South
ms,1677,36.0,465597.0,26735,South
ms,4322,56.0,540559.0,42606,South
ms,589,8.0,736479.0,50441,South
ms,2094,17.0,1616887.0,71824,South
ms,2012,31.0,280067.0,32090,South
ms,5959,7.0,185431.0,42233,South
ms,642,7.0,259169.0,42354,South
ms,718,11.0,144353.0,39840,South
ms,971,13.0,288533.0,37987,South
ms,1014,7.0,137420.0,35958,South
ms,1832,121.0,93544.0,33784,South
ms,519,17.0,471973.0,40453,South
ms,4937,139.0,471778.0,38304,South
ms,2191,25.0,477332.0,46901,South
ms,2667,49.0,62373.0,42469,South
ms,1085,26.0,603760.0,31784,South
ms,1931,63.0,259261.0,44759,South
ms,629,1.0,189061.0,39256,South
ms,7407,7.0,28594.0,25283,South
ms,3550,71.0,2361153.0,65996,South
ms,2408,57.0,243762.0,34943,South
ms,319,26.0,31541.0,29394,South
ms,2198,4.0,234747.0,43850,South
ms,2229,30.0,47195.0,43105,South
ms,2990,35.0,166593.0,45483,South
ms,4688,26.0,244070.0,30838,South
ms,7694,7.0,54117.0,29864,South
ms,6622,61.0,191949.0,51030,South
ms,725,2.0,133775.0,39246,South
ms,0,0.0,114266.0,37681,South
ms,679,18.0,107394.0,39370,South
ms,1893,23.0,297195.0,45754,South
ms,3552,67.0,111319.0,30961,South
ms,1143,11.0,606937.0,45113,South
ms,892,27.0,656607.0,29705,South
ms,3119,181.0,183856.0,37706,South
ms,1080,21.0,52627.0,45730,South
ms,1161,84.0,54406.0,27313,South
ms,2019,55.0,209587.0,34724,South
ms,785,9.0,71965.0,41464,South
ms,3070,34.0,177376.0,33279,South
mo,1122,40.0,336233.0,41929,Midwest
mo,1136,17.0,103752.0,58772,Midwest
mo,289,2.0,109793.0,50236,Midwest
mo,918,2.0,253719.0,44261,Midwest
mo,217,0.0,379243.0,44403,Midwest
mo,2204,44.0,146096.0,44125,Midwest
mo,661,5.0,171685.0,47625,Midwest
mo,1800,7.0,182987.0,40249,Midwest
mo,3512,7.0,73312.0,44158,Midwest
mo,719,3.0,3740976.0,55328,Midwest
mo,102,0.0,1369343.0,51916,Midwest
mo,3624,64.0,758103.0,39915,Midwest
mo,1759,7.0,47758.0,49839,Midwest
mo,2311,39.0,377586.0,56938,Midwest
mo,2995,95.0,648114.0,53478,Midwest
mo,2697,20.0,1611435.0,53732,Midwest
mo,1719,25.0,83288.0,50830,Midwest
mo,3197,169.0,31129.0,39530,Midwest
mo,1722,8.0,984693.0,69433,Midwest
mo,954,36.0,104927.0,39365,Midwest
mo,707,4.0,103704.0,46738,Midwest
mo,1350,15.0,696800.0,60645,Midwest
mo,910,13.0,117169.0,48909,Midwest
mo,0,0.0,3862101.0,70510,Midwest
mo,81,0.0,158016.0,62701,Midwest
mo,4051,56.0,1257946.0,60066,Midwest
mo,3519,53.0,301246.0,52735,Midwest
mo,794,6.0,205031.0,44438,Midwest
mo,706,7.0,37736.0,40399,Midwest
mo,2250,91.0,134780.0,43542,Midwest
mo,1276,35.0,70924.0,51679,Midwest
mo,2659,31.0,123550.0,55918,Midwest
mo,2198,32.0,127707.0,42100,Midwest
mo,3610,59.0,96910.0,37425,Midwest
mo,53,1.0,427592.0,36380,Midwest
mo,895,5.0,1396401.0,57214,Midwest
mo,854,7.0,171382.0,54885,Midwest
mo,1473,7.0,78123.0,47790,Midwest
mo,0,0.0,4984215.0,46086,Midwest
mo,1291,60.0,89635.0,45594,Midwest
mo,2494,52.0,165994.0,42917,Midwest
mo,3186,34.0,275032.0,45795,Midwest
mo,423,4.0,59883.0,34182,Midwest
mo,1686,59.0,46418.0,49524,Midwest
mo,526,4.0,53407.0,52700,Midwest
mo,4042,97.0,561347.0,38357,Midwest
mo,2507,90.0,70838.0,37435,Midwest
mo,0,0.0,9164909.0,55134,Midwest
mo,2061,56.0,1987507.0,48357,Midwest
mo,417,0.0,1952583.0,65454,Midwest
mo,3789,58.0,508177.0,55273,Midwest
mo,798,7.0,38065.0,40000,Midwest
mo,3255,48.0,502372.0,47257,Midwest
mo,1172,36.0,375476.0,58766,Midwest
mo,1030,1.0,449045.0,44742,Midwest
mo,4090,112.0,85692.0,45988,Midwest
mo,2371,44.0,447830.0,64196,Midwest
mo,2203,7.0,150002.0,45930,Midwest
mo,660,4.0,359095.0,46992,Midwest
mo,1115,25.0,146490.0,42746,Midwest
mo,1452,14.0,138030.0,43636,Midwest
mo,503,16.0,50089.0,47569,Midwest
mo,1358,7.0,508521.0,48784,Midwest
mo,885,7.0,221209.0,41643,Midwest
mo,3776,7.0,25045.0,47298,Midwest
mo,1663,16.0,377394.0,47171,Midwest
mo,24,0.0,182094.0,35357,Midwest
mo,804,8.0,136191.0,58010,Midwest
mo,1247,40.0,80002.0,43966,Midwest
mo,1215,19.0,98130.0,46757,Midwest
mo,657,15.0,195138.0,39003,Midwest
mo,105,3.0,495690.0,38679,Midwest
mo,0,0.0,853805.0,50813,Midwest
mo,4612,89.0,259951.0,44232,Midwest
mo,1792,19.0,98849.0,33601,Midwest
mo,1545,36.0,152549.0,61687,Midwest
mo,3592,7.0,49618.0,31947,Midwest
mo,0,0.0,274285.0,33859,Midwest
mo,2120,26.0,270230.0,55863,Midwest
mo,1214,22.0,615108.0,46157,Midwest
mo,2189,48.0,689167.0,44154,Midwest
mo,2425,46.0,190958.0,46385,Midwest
mo,74,1.0,1986746.0,80393,Midwest
mo,1141,19.0,299508.0,45660,Midwest
mo,394,7.0,455217.0,53492,Midwest
mo,1328,13.0,50252.0,42849,Midwest
mo,759,12.0,52402.0,55377,Midwest
mo,508,0.0,296693.0,47740,Midwest
mo,655,3.0,138698.0,61957,Midwest
mo,3044,68.0,29614.0,40324,Midwest
mo,1191,24.0,120189.0,34971,Midwest
mo,1024,2.0,253042.0,44720,Midwest
mo,3644,65.0,48362.0,42694,Midwest
mo,466,4.0,39849.0,50085,Midwest
mo,1338,16.0,415684.0,44139,Midwest
mo,853,15.0,28433.0,34265,Midwest
mo,2456,26.0,58939.0,44083,Midwest
mo,21,0.0,4971679.0,84978,Midwest
mo,963,22.0,87877.0,38870,Midwest
mo,564,1.0,882776.0,46466,Midwest
mo,0,0.0,25262702.0,67420,Midwest
mo,0,0.0,2471933.0,43896,Midwest
mo,4351,31.0,103418.0,60129,Midwest
mo,235,4.0,423988.0,41062,Midwest
mo,389,6.0,216792.0,49656,Midwest
mo,1830,30.0,50377.0,46481,Midwest
mo,995,10.0,939921.0,46031,Midwest
mo,3267,16.0,172472.0,35067,Midwest
mo,2718,73.0,238628.0,43276,Midwest
mo,282,4.0,298045.0,60125,Midwest
mo,3060,42.0,122281.0,41483,Midwest
mo,4691,166.0,72270.0,34316,Midwest
mo,284,4.0,376701.0,50560,Midwest
mo,304,6.0,18182.0,53580,Midwest
mo,2180,5.0,245556.0,34776,Midwest
mt,1685,2.0,124519.0,43201,West
mt,5471,31.0,101447.0,49859,West
mt,2208,69.0,46892.0,41279,West
mt,864,4.0,77668.0,60594,West
mt,1505,28.0,275248.0,58707,West
mt,1160,20.0,14676.0,48000,West
mt,5908,118.0,1359702.0,49913,West
mt,2881,50.0,46849.0,42298,West
mt,973,7.0,256660.0,52965,West
mt,469,3.0,51376.0,57440,West
mt,1083,9.0,151788.0,58596,West
mt,315,0.0,75153.0,41820,West
mt,648,1.0,34695.0,64545,West
mt,3356,51.0,150273.0,50540,West
mt,3091,19.0,1515895.0,56182,West
mt,2058,10.0,1710262.0,66397,West
mt,667,3.0,13056.0,42000,West
mt,2643,23.0,128727.0,36045,West
mt,884,2.0,275248.0,43875,West
mt,3028,40.0,24301.0,49881,West
mt,4012,88.0,286447.0,49321,West
mt,3452,40.0,51728.0,69646,West
mt,1269,18.0,5573.0,43661,West
mt,1633,8.0,268340.0,48829,West
mt,4139,32.0,998616.0,65791,West
mt,1315,42.0,12814.0,44875,West
mt,1476,7.0,172571.0,40140,West
mt,2323,32.0,59461.0,54107,West
mt,696,0.0,24790.0,49701,West
mt,1891,26.0,14270.0,46607,West
mt,1148,12.0,49316.0,41705,West
mt,5761,7.0,2044036.0,54062,West
mt,1447,8.0,41964.0,43274,West
mt,3666,42.0,205432.0,53068,West
mt,494,1.0,275248.0,51250,West
mt,1536,43.0,39195.0,46212,West
mt,1567,24.0,55941.0,51151,West
mt,913,3.0,24577.0,54427,West
mt,1351,7.0,46027.0,54667,West
mt,1179,12.0,6484.0,43625,West
mt,1099,5.0,330636.0,53054,West
mt,2501,8.0,215831.0,67205,West
mt,2720,45.0,159204.0,43194,West
mt,2225,51.0,56367.0,57992,West
mt,3553,7.0,77984.0,40823,West
mt,1193,14.0,61058.0,55521,West
mt,453,0.0,610060.0,45718,West
mt,1395,7.0,103189.0,64645,West
mt,826,7.0,39476.0,49886,West
mt,3654,39.0,69705.0,55000,West
mt,1705,92.0,83483.0,50721,West
mt,718,7.0,275248.0,43047,West
mt,2964,19.0,158665.0,53162,West
mt,748,19.0,16677.0,39655,West
mt,1017,14.0,6264.0,53958,West
mt,2316,4.0,3272215.0,61264,West
ne,1320,14.0,453261.0,53023,Midwest
ne,860,2.0,70221.0,49912,Midwest
ne,460,0.0,275248.0,42813,Midwest
ne,680,7.0,275248.0,51750,Midwest
ne,478,9.0,275248.0,51094,Midwest
ne,674,5.0,85849.0,54979,Midwest
ne,1679,26.0,96471.0,54004,Midwest
ne,762,14.0,14353.0,47778,Midwest
ne,317,5.0,68062.0,43098,Midwest
ne,3021,9.0,966976.0,59431,Midwest
ne,46,0.0,33813.0,54203,Midwest
ne,1101,8.0,64161.0,58979,Midwest
ne,2916,14.0,177805.0,71846,Midwest
ne,1618,18.0,111037.0,61869,Midwest
ne,1167,10.0,92252.0,57009,Midwest
ne,2215,19.0,87324.0,56651,Midwest
ne,1887,20.0,1081569.0,53871,Midwest
ne,1614,7.0,135943.0,57173,Midwest
ne,2692,33.0,105973.0,58872,Midwest
ne,2025,32.0,205974.0,56768,Midwest
ne,4501,64.0,143360.0,52184,Midwest
ne,1232,5.0,198738.0,59231,Midwest
ne,2122,25.0,169884.0,50750,Midwest
ne,1946,10.0,423429.0,53721,Midwest
ne,521,9.0,94793.0,47287,Midwest
ne,2036,7.0,11679.0,56905,Midwest
ne,5694,71.0,1097282.0,54085,Midwest
ne,0,0.0,8585975.0,64629,Midwest
ne,668,11.0,12270.0,41716,Midwest
ne,1307,10.0,65026.0,60313,Midwest
ne,1517,5.0,20410.0,49282,Midwest
ne,1042,5.0,19161.0,54659,Midwest
ne,202,10.0,52924.0,48838,Midwest
ne,2641,7.0,262350.0,53110,Midwest
ne,779,10.0,11883.0,43750,Midwest
ne,207,1.0,29644.0,53000,Midwest
ne,1310,17.0,3723.0,64053,Midwest
ne,252,2.0,3333.0,46500,Midwest
ne,1679,19.0,41643.0,47869,Midwest
ne,3266,32.0,1256329.0,57104,Midwest
ne,500,1.0,116504.0,64210,Midwest
ne,236,0.0,34390.0,49835,Midwest
ne,967,7.0,275248.0,51726,Midwest
ne,2763,41.0,15808.0,49962,Midwest
ne,2523,7.0,159915.0,60387,Midwest
ne,736,1.0,7239.0,41125,Midwest
ne,1259,13.0,52860.0,59348,Midwest
ne,1825,7.0,176919.0,44510,Midwest
ne,1369,19.0,44756.0,54712,Midwest
ne,72,0.0,33428.0,60266,Midwest
ne,1756,21.0,241529.0,50735,Midwest
ne,823,2.0,4986.0,56500,Midwest
ne,259,4.0,50280.0,53403,Midwest
ne,2672,82.0,82227.0,52332,Midwest
ne,724,3.0,4322640.0,60527,Midwest
ne,3110,5.0,728760.0,59795,Midwest
ne,107,0.0,275248.0,52708,Midwest
ne,252,1.0,275248.0,51000,Midwest
ne,174,0.0,815241.0,53188,Midwest
ne,539,2.0,275248.0,48125,Midwest
ne,1822,21.0,72069.0,55649,Midwest
ne,2538,40.0,37166.0,46194,Midwest
ne,173,2.0,25400.0,49032,Midwest
ne,169,1.0,57722.0,51828,Midwest
ne,1680,18.0,73832.0,43388,Midwest
ne,5915,101.0,202505.0,59167,Midwest
ne,502,5.0,15734.0,46452,Midwest
ne,879,8.0,56803.0,65543,Midwest
ne,1415,21.0,116501.0,59040,Midwest
ne,3377,28.0,69620.0,64511,Midwest
ne,1740,24.0,541183.0,62305,Midwest
ne,258,5.0,50228.0,67719,Midwest
ne,1251,9.0,329205.0,48808,Midwest
ne,2244,39.0,94078.0,47917,Midwest
ne,428,2.0,6786.0,56250,Midwest
ne,3431,39.0,129196.0,51502,Midwest
ne,0,0.0,2926381.0,82032,Midwest
ne,3680,17.0,161665.0,68682,Midwest
ne,748,25.0,275248.0,49745,Midwest
ne,717,1.0,105630.0,70389,Midwest
ne,1750,38.0,55733.0,45371,Midwest
ne,635,2.0,59084.0,50781,Midwest
ne,836,23.0,275248.0,48269,Midwest
ne,457,0.0,17939.0,63986,Midwest
ne,980,2.0,56066.0,51821,Midwest
ne,647,7.0,8002.0,59432,Midwest
ne,229,4.0,73014.0,51034,Midwest
ne,492,8.0,116530.0,55324,Midwest
ne,336,0.0,747416.0,71430,Midwest
ne,629,2.0,69563.0,56456,Midwest
ne,1998,28.0,29339.0,46188,Midwest
ne,729,4.0,275248.0,51591,Midwest
ne,234,1.0,290248.0,60298,Midwest
nv,0,0.0,918199.0,55718,West
nv,877,8.0,235127.0,57824,West
nv,12221,189.0,27971660.0,59340,West
nv,2190,42.0,516646.0,66810,West
nv,4344,123.0,946526.0,81232,West
nv,761,23.0,275248.0,37375,West
nv,930,22.0,10220.0,67105,West
nv,2583,32.0,325348.0,67756,West
nv,879,18.0,52041.0,88030,West
nv,2811,56.0,275248.0,58462,West
nv,1962,27.0,465510.0,56875,West
nv,988,23.0,31315.0,35806,West
nv,3752,79.0,397129.0,47300,West
nv,1036,12.0,48369.0,50491,West
nv,15,0.0,6021.0,66292,West
nv,3682,50.0,6167020.0,64791,West
nv,3260,0.0,110995.0,60827,West
nh,0,0.0,1357530.0,69447,Northeast
nh,734,18.0,877660.0,63153,Northeast
nh,778,6.0,1692504.0,64751,Northeast
nh,1560,25.0,566621.0,47117,Northeast
nh,6538,78.0,2034240.0,63389,Northeast
nh,0,0.0,7724727.0,81460,Northeast
nh,16,0.0,2819693.0,75737,Northeast
nh,0,0.0,6764542.0,93756,Northeast
nh,0,0.0,1619448.0,72960,Northeast
nh,1221,7.0,561236.0,61312,Northeast
nj,456,6.0,4292714.0,62110,Northeast
nj,0,0.0,20349156.0,101144,Northeast
nj,589,7.0,6868632.0,87416,Northeast
nj,0,0.0,6445832.0,70451,Northeast
nj,165,0.0,1639427.0,67074,Northeast
nj,7682,79.0,2049003.0,54149,Northeast
nj,0,7.0,9204586.0,61510,Northeast
nj,0,0.0,4452888.0,87283,Northeast
nj,0,0.0,6647592.0,71189,Northeast
nj,0,0.0,2349986.0,115379,Northeast
nj,0,0.0,5127391.0,81057,Northeast
nj,0,0.0,11869778.0,89533,Northeast
nj,0,0.0,11026097.0,99733,Northeast
nj,0,0.0,9346928.0,115527,Northeast
nj,0,0.0,7695378.0,70909,Northeast
nj,0,0.0,7294039.0,69688,Northeast
nj,202,0.0,627036.0,66842,Northeast
nj,0,0.0,5609291.0,113611,Northeast
nj,0,0.0,1819816.0,94520,Northeast
nj,0,0.0,7376336.0,80198,Northeast
nj,0,7.0,1573822.0,81307,Northeast
nm,3693,76.0,9548159.0,53329,West
nm,3725,0.0,10664.0,41910,West
nm,6220,67.0,895096.0,43359,West
nm,5666,187.0,256663.0,39413,West
nm,3915,45.0,151562.0,36302,West
nm,1708,16.0,624379.0,45092,West
nm,350,16.0,13044.0,31625,West
nm,2664,7.0,798704.0,65328,West
nm,3758,86.0,257122.0,37843,West
nm,1335,7.0,126637.0,24798,West
nm,695,28.0,275248.0,29375,West
nm,1685,19.0,157708.0,42526,West
nm,1946,9.0,919840.0,60546,West
nm,3087,70.0,279667.0,46216,West
nm,0,0.0,103227.0,121324,West
nm,3298,109.0,209979.0,29360,West
nm,32961,1408.0,996679.0,33834,West
nm,4881,131.0,275248.0,28446,West
nm,3525,7.0,567703.0,41988,West
nm,2310,6.0,263863.0,29035,West
nm,10527,329.0,254591.0,39952,West
nm,1781,7.0,156827.0,42702,West
nm,16416,546.0,1801607.0,50518,West
nm,9776,146.0,220926.0,30946,West
nm,15339,313.0,942290.0,63802,West
nm,2574,7.0,2324484.0,61200,West
nm,2317,0.0,102090.0,29755,West
nm,5447,178.0,119801.0,42083,West
nm,5004,7.0,304066.0,38329,West
nm,6662,126.0,154041.0,36120,West
nm,1220,40.0,33231.0,35884,West
nm,916,6.0,601288.0,48945,West
ny,629,12.0,5762775.0,66252,Northeast
ny,1899,51.0,271076.0,48412,Northeast
ny,0,0.0,6872806.0,40088,Northeast
ny,0,0.0,2741198.0,52226,Northeast
ny,155,5.0,1091488.0,48703,Northeast
ny,25,0.0,874692.0,58377,Northeast
ny,1178,7.0,1437908.0,46820,Northeast
ny,0,7.0,1174752.0,54940,Northeast
ny,2050,38.0,512817.0,52002,Northeast
ny,5366,7.0,1385341.0,56365,Northeast
ny,529,18.0,748848.0,66787,Northeast
ny,1481,30.0,694401.0,56023,Northeast
ny,707,15.0,472704.0,49544,Northeast
ny,0,0.0,3792719.0,81219,Northeast
ny,0,0.0,12106065.0,58121,Northeast
ny,1127,27.0,514005.0,56763,Northeast
ny,8288,216.0,501766.0,50407,Northeast
ny,408,7.0,675261.0,50482,Northeast
ny,0,0.0,785765.0,60524,Northeast
ny,0,0.0,610423.0,53601,Northeast
ny,2579,7.0,41602.0,58675,Northeast
ny,2239,21.0,543919.0,54646,Northeast
ny,2165,29.0,1937924.0,52685,Northeast
ny,0,0.0,20533079.0,60231,Northeast
ny,3676,108.0,258687.0,54524,Northeast
ny,0,0.0,633605.0,59510,Northeast
ny,148,2.0,745482.0,61633,Northeast
ny,0,0.0,9494134.0,60075,Northeast
ny,25,0.0,673305.0,49462,Northeast
ny,0,7.0,24105610.0,116100,Northeast
ny,0,0.0,44039957.0,86553,Northeast
ny,0,0.0,2521578.0,55522,Northeast
ny,576,9.0,3012211.0,56027,Northeast
ny,4270,60.0,6916005.0,61359,Northeast
ny,0,0.0,2021431.0,64944,Northeast
ny,0,0.0,6221053.0,79944,Northeast
ny,130,1.0,252397.0,52620,Northeast
ny,1786,16.0,1258375.0,55967,Northeast
ny,9785,197.0,917010.0,54028,Northeast
ny,0,0.0,952194.0,104486,Northeast
ny,0,7.0,17003207.0,68666,Northeast
ny,2154,27.0,1572232.0,68991,Northeast
ny,0,7.0,3815951.0,82783,Northeast
ny,0,0.0,4153693.0,93024,Northeast
ny,380,4.0,2980027.0,84291,Northeast
ny,0,7.0,1821118.0,65499,Northeast
ny,427,7.0,319042.0,57714,Northeast
ny,150,7.0,141387.0,52327,Northeast
ny,0,0.0,489878.0,54545,Northeast
ny,9467,241.0,1446567.0,50940,Northeast
ny,2659,128.0,1074034.0,53663,Northeast
ny,0,7.0,23693357.0,101031,Northeast
ny,147,7.0,771510.0,57426,Northeast
ny,8,0.0,372881.0,62999,Northeast
ny,179,3.0,1111981.0,60240,Northeast
ny,423,3.0,2324885.0,64304,Northeast
ny,557,11.0,1549138.0,61024,Northeast
ny,1895,32.0,498799.0,57258,Northeast
ny,0,0.0,822602.0,59449,Northeast
ny,0,0.0,14514240.0,96610,Northeast
ny,1051,5.0,375976.0,58052,Northeast
ny,151,1.0,208863.0,56563,Northeast
nc,2809,43.0,2108413.0,49688,South
nc,75,7.0,194767.0,48756,South
nc,477,4.0,67890.0,37830,South
nc,83,2.0,181255.0,40213,South
nc,1432,7.0,273003.0,40962,South
nc,54,2.0,195454.0,40340,South
nc,3940,113.0,548353.0,45212,South
nc,3077,106.0,95917.0,35527,South
nc,1782,88.0,199496.0,36173,South
nc,468,7.0,1125773.0,58236,South
nc,168,7.0,3884191.0,52207,South
nc,361,7.0,680513.0,44557,South
nc,0,0.0,2920274.0,67328,South
nc,582,10.0,700961.0,44511,South
nc,361,7.0,24903.0,64572,South
nc,2229,25.0,972796.0,57194,South
nc,2053,34.0,63883.0,45733,South
nc,0,0.0,2607313.0,52056,South
nc,1578,7.0,583012.0,67031,South
nc,2399,75.0,363600.0,41438,South
nc,2839,34.0,119177.0,46519,South
nc,343,18.0,134443.0,42222,South
nc,1376,38.0,962137.0,42247,South
nc,267,7.0,553126.0,37628,South
nc,580,11.0,1213554.0,52687,South
nc,39,0.0,4374210.0,46875,South
nc,357,6.0,275248.0,69964,South
nc,1067,52.0,863879.0,59381,South
nc,0,7.0,1301842.0,49546,South
nc,0,0.0,360172.0,60434,South
nc,1315,39.0,466370.0,41764,South
nc,0,0.0,3402052.0,60958,South
nc,0,0.0,372108.0,36866,South
nc,0,0.0,5569392.0,51569,South
nc,1720,21.0,353700.0,55193,South
nc,0,0.0,2329466.0,52835,South
nc,3162,7.0,43630.0,50750,South
nc,235,7.0,44505.0,39571,South
nc,1886,46.0,349961.0,55856,South
nc,27,1.0,83534.0,39837,South
nc,0,7.0,6979731.0,53261,South
nc,43,0.0,607036.0,35502,South
nc,0,0.0,869419.0,53554,South
nc,1154,13.0,811033.0,51659,South
nc,0,0.0,1330773.0,55945,South
nc,712,1.0,254917.0,41028,South
nc,0,0.0,257678.0,48072,South
nc,3513,8.0,30415.0,39663,South
nc,790,20.0,2249922.0,60955,South
nc,473,7.0,403657.0,47252,South
nc,0,0.0,2134227.0,59865,South
nc,18,0.0,33706.0,38158,South
nc,0,0.0,832196.0,49994,South
nc,0,0.0,728897.0,39402,South
nc,0,0.0,789837.0,57536,South
nc,783,0.0,432474.0,45507,South
nc,2720,69.0,111500.0,45873,South
nc,539,25.0,249138.0,40090,South
nc,439,7.0,457780.0,43646,South
nc,0,0.0,14756869.0,66641,South
nc,1015,26.0,182109.0,46103,South
nc,307,10.0,189757.0,44146,South
nc,75,0.0,1094899.0,59963,South
nc,53,2.0,1234476.0,49537,South
nc,0,0.0,3871707.0,54891,South
nc,256,29.0,131215.0,37146,South
nc,104,7.0,2213042.0,50278,South
nc,0,0.0,1385293.0,71723,South
nc,777,10.0,100096.0,46728,South
nc,1834,21.0,698264.0,50558,South
nc,3524,78.0,386690.0,57240,South
nc,731,0.0,66360.0,47162,South
nc,859,10.0,378438.0,51020,South
nc,0,0.0,2354799.0,47437,South
nc,0,7.0,100771.0,48787,South
nc,2620,47.0,1107887.0,47288,South
nc,627,7.0,449820.0,36148,South
nc,83,3.0,1395642.0,34976,South
nc,0,0.0,866255.0,43579,South
nc,0,0.0,1194600.0,49842,South
nc,1869,54.0,600079.0,42608,South
nc,3277,47.0,593013.0,42151,South
nc,782,47.0,351715.0,37238,South
nc,0,0.0,618069.0,52623,South
nc,2082,23.0,222118.0,48054,South
nc,213,3.0,1067104.0,43597,South
nc,405,7.0,107087.0,39317,South
nc,10,0.0,311288.0,50212,South
nc,463,7.0,35975.0,35300,South
nc,214,4.0,1943631.0,80033,South
nc,791,33.0,527895.0,40529,South
nc,0,7.0,14359328.0,80591,South
nc,519,26.0,72351.0,36466,South
nc,178,4.0,127671.0,35979,South
nc,640,22.0,762864.0,47526,South
nc,76,3.0,1557491.0,44416,South
nc,1703,37.0,1365239.0,44107,South
nc,0,7.0,992692.0,43877,South
nc,0,0.0,242856.0,44682,South
nc,211,4.0,144943.0,42222,South
nd,530,3.0,43133.0,56681,Midwest
nd,2909,29.0,121730.0,58365,Midwest
nd,2845,58.0,12279.0,47667,Midwest
nd,783,7.0,275248.0,75208,Midwest
nd,2920,22.0,95482.0,60381,Midwest
nd,938,1.0,93240.0,62442,Midwest
