State,Low Access Numbers.People.10 Miles,Vehicle Access.10 Miles,Sales.Retail Sales,Income.Median Houseold Income,Region
il,0,0.0,7862106.0,86961,Midwest
il,1489,11.0,1116282.0,50734,Midwest
il,0,0.0,3752072.0,54489,Midwest
il,7,0.0,337838.0,72808,Midwest
in,1,0.0,377228.0,52504,Midwest
in,2161,35.0,5197668.0,54857,Midwest
in,1120,12.0,1113091.0,63431,Midwest
in,153,1.0,53253.0,49488,Midwest
in,0,0.0,96672.0,43505,Midwest
in,743,3.0,1137916.0,83077,Midwest
in,450,9.0,58354.0,61030,Midwest
in,27,0.0,99802.0,54806,Midwest
in,1088,17.0,341597.0,49415,Midwest
in,2008,53.0,1814333.0,55630,Midwest
in,198,6.0,312690.0,55637,Midwest
in,1303,4.0,239143.0,54286,Midwest
in,1672,22.0,89894.0,41662,Midwest
in,0,0.0,485889.0,53629,Midwest
in,0,0.0,383326.0,56421,Midwest
in,0,0.0,576466.0,68658,Midwest
in,2784,33.0,357236.0,57949,Midwest
in,0,0.0,1519887.0,43512,Midwest
in,1058,35.0,919201.0,60666,Midwest
in,0,0.0,2440413.0,57021,Midwest
in,130,0.0,234445.0,46175,Midwest
in,0,0.0,772316.0,64468,Midwest
in,1435,15.0,148307.0,52874,Midwest
in,1717,60.0,170162.0,62462,Midwest
in,1031,26.0,213956.0,52034,Midwest
in,600,7.0,557570.0,55462,Midwest
in,251,3.0,793336.0,44356,Midwest
in,3194,30.0,252401.0,51613,Midwest
in,403,1.0,4338371.0,98173,Midwest
in,885,8.0,600818.0,74072,Midwest
in,15,0.0,470223.0,57712,Midwest
in,0,0.0,2561373.0,81933,Midwest
in,547,4.0,466222.0,49832,Midwest
in,145,7.0,1193331.0,52373,Midwest
in,2880,19.0,318076.0,53632,Midwest
in,1502,23.0,592732.0,51250,Midwest
in,1,0.0,572093.0,63892,Midwest
in,0,0.0,136874.0,47658,Midwest
in,965,9.0,390891.0,52718,Midwest
in,1043,15.0,196912.0,54191,Midwest
in,0,0.0,2324605.0,72440,Midwest
in,712,6.0,459128.0,47380,Midwest
in,301,4.0,921480.0,61366,Midwest
in,0,7.0,284357.0,64498,Midwest
in,108,1.0,1367789.0,53658,Midwest
in,0,0.0,7495296.0,56128,Midwest
in,786,8.0,519213.0,53610,Midwest
in,0,0.0,1378713.0,49522,Midwest
in,0,0.0,14421675.0,48316,Midwest
in,2219,7.0,568561.0,52658,Midwest
in,194,0.0,150104.0,52726,Midwest
in,223,1.0,226197.0,50657,Midwest
in,200,0.0,1661332.0,49839,Midwest
in,2770,21.0,446631.0,55522,Midwest
in,28,0.0,638046.0,64335,Midwest
in,2076,33.0,87981.0,55356,Midwest
in,0,0.0,392927.0,56789,Midwest
in,0,0.0,15328.0,60128,Midwest
in,41,7.0,155983.0,47917,Midwest
in,152,4.0,111907.0,49543,Midwest
in,1234,28.0,70132.0,52618,Midwest
in,4375,41.0,157206.0,52348,Midwest
in,334,1.0,72533.0,50194,Midwest
in,0,0.0,2035375.0,71152,Midwest
in,4113,63.0,307631.0,64196,Midwest
in,206,1.0,134330.0,49580,Midwest
in,972,24.0,349021.0,61047,Midwest
in,747,10.0,443414.0,48036,Midwest
in,136,0.0,222865.0,56332,Midwest
in,1736,18.0,108090.0,54346,Midwest
in,0,0.0,240179.0,48700,Midwest
in,1453,24.0,502403.0,60404,Midwest
in,28,0.0,130084.0,57305,Midwest
in,5426,86.0,3775345.0,52769,Midwest
in,40,0.0,170659.0,51190,Midwest
in,8,0.0,613763.0,58279,Midwest
in,2168,21.0,138157.0,50245,Midwest
in,488,5.0,20191.0,49383,Midwest
in,1118,11.0,2225672.0,53130,Midwest
in,521,0.0,180565.0,58118,Midwest
in,0,0.0,32903.0,50375,Midwest
in,0,0.0,3141650.0,49708,Midwest
in,372,5.0,194074.0,50243,Midwest
in,537,8.0,1588274.0,45230,Midwest
in,10,0.0,324490.0,54259,Midwest
in,545,15.0,22102.0,60553,Midwest
in,262,1.0,391113.0,73482,Midwest
in,2607,11.0,215448.0,47983,Midwest
in,65,1.0,950798.0,46516,Midwest
in,43,0.0,231484.0,59237,Midwest
in,474,3.0,302857.0,54576,Midwest
in,62,1.0,343433.0,61741,Midwest
ia,617,9.0,63002.0,53363,Midwest
ia,259,1.0,21326.0,49255,Midwest
ia,1086,17.0,144626.0,52216,Midwest
ia,1609,35.0,138799.0,40167,Midwest
ia,453,7.0,40260.0,52055,Midwest
ia,3887,46.0,197174.0,67729,Midwest
ia,2712,56.0,2110454.0,53539,Midwest
ia,255,0.0,217240.0,64000,Midwest
ia,449,3.0,361835.0,70395,Midwest
ia,789,11.0,247419.0,64837,Midwest
ia,1232,6.0,280979.0,57125,Midwest
ia,1023,10.0,104928.0,57115,Midwest
ia,2890,48.0,127036.0,52323,Midwest
ia,170,0.0,359969.0,59212,Midwest
ia,2836,34.0,195926.0,50187,Midwest
ia,3938,44.0,208061.0,67795,Midwest
ia,2518,28.0,956539.0,53963,Midwest
ia,2097,25.0,145554.0,56550,Midwest
ia,1297,7.0,116900.0,60034,Midwest
ia,621,4.0,151061.0,54427,Midwest
ia,472,7.0,313028.0,50521,Midwest
ia,454,10.0,211572.0,53152,Midwest
ia,3540,44.0,652109.0,51688,Midwest
ia,3046,56.0,184393.0,55755,Midwest
ia,0,0.0,1270527.0,88479,Midwest
ia,956,77.0,62238.0,63404,Midwest
ia,833,20.0,35575.0,44462,Midwest
ia,1033,5.0,188086.0,63750,Midwest
ia,2692,16.0,684189.0,51267,Midwest
ia,1026,19.0,292875.0,59969,Midwest
ia,237,1.0,1659142.0,63031,Midwest
ia,2215,17.0,89989.0,51563,Midwest
ia,217,1.0,177957.0,51128,Midwest
ia,2648,58.0,188755.0,50406,Midwest
ia,1742,17.0,79718.0,56419,Midwest
ia,5656,98.0,145640.0,56750,Midwest
ia,773,16.0,94144.0,53050,Midwest
ia,0,0.0,83443.0,68038,Midwest
ia,1241,11.0,105698.0,61161,Midwest
ia,1080,5.0,158638.0,60910,Midwest
ia,1094,10.0,216088.0,61761,Midwest
ia,73,1.0,175878.0,54196,Midwest
ia,2260,33.0,197222.0,63854,Midwest
ia,3420,43.0,229120.0,53501,Midwest
ia,3322,39.0,100697.0,55060,Midwest
ia,1102,13.0,108929.0,54575,Midwest
ia,89,1.0,64050.0,58427,Midwest
ia,841,19.0,234061.0,61443,Midwest
ia,3232,40.0,258043.0,55967,Midwest
ia,4027,53.0,355361.0,58952,Midwest
ia,1416,29.0,171714.0,47708,Midwest
ia,1491,12.0,1861697.0,62542,Midwest
ia,2508,48.0,269318.0,57549,Midwest
ia,2672,9.0,55031.0,52881,Midwest
ia,1397,9.0,246818.0,56073,Midwest
ia,1259,25.0,474279.0,49564,Midwest
ia,4209,42.0,4483322.0,64903,Midwest
ia,130,7.0,60672.0,56673,Midwest
ia,742,16.0,86141.0,55205,Midwest
ia,1478,5.0,106633.0,64982,Midwest
ia,2804,33.0,92510.0,66316,Midwest
ia,2845,35.0,242524.0,54825,Midwest
ia,2484,26.0,363824.0,61038,Midwest
ia,532,9.0,438038.0,56437,Midwest
ia,1220,7.0,96392.0,72079,Midwest
ia,2222,48.0,73836.0,58302,Midwest
ia,1399,13.0,119600.0,47605,Midwest
ia,708,8.0,85860.0,58269,Midwest
ia,2016,13.0,108383.0,51696,Midwest
ia,903,7.0,489034.0,58453,Midwest
ia,264,4.0,204481.0,53703,Midwest
ia,1195,25.0,80950.0,59725,Midwest
ia,832,14.0,153843.0,51867,Midwest
ia,1781,36.0,81111.0,52932,Midwest
ia,2264,53.0,270039.0,67297,Midwest
ia,1632,23.0,50302.0,52448,Midwest
ia,134,0.0,7616344.0,67637,Midwest
ia,9048,74.0,1757552.0,60065,Midwest
ia,181,2.0,432879.0,53852,Midwest
ia,560,3.0,79590.0,55271,Midwest
ia,1154,11.0,101639.0,58232,Midwest
ia,1390,7.0,3098735.0,61183,Midwest
ia,2339,18.0,175303.0,58000,Midwest
ia,35,0.0,433310.0,69844,Midwest
ia,695,4.0,1084213.0,56756,Midwest
ia,154,1.0,122316.0,56037,Midwest
ia,266,4.0,32606.0,50431,Midwest
ia,1508,9.0,174851.0,49900,Midwest
ia,1838,20.0,40472.0,48591,Midwest
ia,1809,7.0,538406.0,46246,Midwest
ia,3115,7.0,367801.0,77048,Midwest
ia,1258,16.0,256079.0,62556,Midwest
ia,2560,101.0,70108.0,44768,Midwest
ia,407,4.0,595768.0,47466,Midwest
ia,0,0.0,131378.0,49870,Midwest
ia,229,1.0,292986.0,65263,Midwest
ia,4986,83.0,1776121.0,59224,Midwest
ia,617,6.0,36654.0,57130,Midwest
ia,861,3.0,117908.0,53333,Midwest
ks,1606,20.0,152787.0,45333,Midwest
ks,1499,37.0,92144.0,50213,Midwest
ks,1238,28.0,126876.0,50439,Midwest
ks,560,7.0,76391.0,50174,Midwest
ks,2921,72.0,420376.0,49723,Midwest
ks,2423,59.0,132695.0,43917,Midwest
ks,424,1.0,74783.0,48333,Midwest
ks,5414,7.0,620075.0,64782,Midwest
ks,2615,72.0,15990.0,45353,Midwest
ks,1344,52.0,20019.0,40298,Midwest
ks,146,4.0,125422.0,43175,Midwest
ks,872,11.0,17153.0,47639,Midwest
ks,2215,18.0,9057.0,53348,Midwest
ks,2261,14.0,94213.0,53929,Midwest
ks,2854,51.0,136515.0,45373,Midwest
ks,3810,37.0,111354.0,59583,Midwest
ks,337,7.0,18733.0,54821,Midwest
ks,2793,17.0,337100.0,50102,Midwest
ks,1743,14.0,406100.0,41004,Midwest
ks,825,6.0,23584.0,48125,Midwest
ks,1420,14.0,187521.0,49991,Midwest
ks,2594,39.0,30943.0,49703,Midwest
ks,11,7.0,1354158.0,59435,Midwest
ks,477,6.0,54472.0,50902,Midwest
ks,1062,17.0,23089.0,38750,Midwest
ks,3279,88.0,621040.0,52883,Midwest
ks,2031,42.0,53649.0,54902,Midwest
ks,1013,0.0,577030.0,60798,Midwest
ks,2879,7.0,499485.0,51711,Midwest
ks,2690,7.0,271064.0,56582,Midwest
ks,793,3.0,345909.0,53133,Midwest
ks,2626,14.0,91529.0,48317,Midwest
ks,576,0.0,35542.0,46375,Midwest
ks,410,0.0,52824.0,53413,Midwest
ks,2734,21.0,50134.0,64930,Midwest
ks,172,1.0,11755.0,54112,Midwest
ks,2964,51.0,49527.0,41982,Midwest
ks,417,3.0,19134.0,46944,Midwest
ks,1559,6.0,62729.0,49865,Midwest
ks,357,7.0,335127.0,57982,Midwest
ks,870,0.0,21113.0,55064,Midwest
ks,612,6.0,275248.0,61211,Midwest
ks,2051,22.0,83205.0,57914,Midwest
ks,207,4.0,74016.0,64864,Midwest
ks,823,24.0,18252.0,40676,Midwest
ks,0,7.0,10481372.0,89087,Midwest
ks,350,5.0,12160.0,52599,Midwest
ks,2456,20.0,45715.0,60469,Midwest
ks,1015,9.0,28329.0,53274,Midwest
ks,2062,20.0,198562.0,47643,Midwest
ks,390,1.0,9634.0,52125,Midwest
ks,801,4.0,541471.0,73013,Midwest
ks,1024,8.0,9154.0,45076,Midwest
ks,1543,25.0,53498.0,48778,Midwest
ks,503,7.0,35330.0,51740,Midwest
ks,3103,72.0,493918.0,46338,Midwest
ks,3001,75.0,79191.0,52123,Midwest
ks,375,1.0,234946.0,51895,Midwest
ks,3520,69.0,295502.0,59089,Midwest
ks,2333,15.0,32204.0,59316,Midwest
ks,1476,13.0,262433.0,71995,Midwest
ks,1214,11.0,127689.0,46203,Midwest
ks,3979,112.0,350291.0,45157,Midwest
ks,1952,11.0,44001.0,55658,Midwest
ks,845,12.0,21514.0,47750,Midwest
ks,1539,14.0,156534.0,63216,Midwest
ks,1037,13.0,197686.0,46291,Midwest
ks,834,3.0,15430.0,56492,Midwest
ks,1265,14.0,51211.0,49038,Midwest
ks,2036,7.0,74039.0,54090,Midwest
ks,892,6.0,46608.0,51286,Midwest
ks,1567,15.0,16180.0,54784,Midwest
ks,1054,7.0,50148.0,49917,Midwest
ks,1994,20.0,51474.0,50093,Midwest
ks,2273,13.0,338854.0,66835,Midwest
ks,971,11.0,173336.0,52327,Midwest
ks,899,7.0,25140.0,53207,Midwest
ks,6305,99.0,818138.0,49936,Midwest
ks,1265,7.0,48203.0,47976,Midwest
ks,1881,7.0,50020.0,53012,Midwest
ks,3371,44.0,903931.0,51208,Midwest
ks,750,4.0,69237.0,49415,Midwest
ks,986,7.0,29068.0,47981,Midwest
ks,1491,10.0,76458.0,44792,Midwest
ks,1263,10.0,1120383.0,52200,Midwest
ks,480,0.0,56806.0,65417,Midwest
ks,1442,12.0,7201507.0,56524,Midwest
ks,953,7.0,317140.0,49291,Midwest
ks,137,0.0,2364323.0,56762,Midwest
ks,880,5.0,20966.0,62885,Midwest
ks,673,12.0,132257.0,54754,Midwest
ks,1440,7.0,67418.0,43429,Midwest
ks,1129,4.0,34774.0,49375,Midwest
ks,236,0.0,275248.0,52054,Midwest
ks,983,15.0,37008.0,57806,Midwest
ks,1545,11.0,159781.0,55000,Midwest
ks,1093,7.0,233536.0,60124,Midwest
ks,539,0.0,47737.0,57966,Midwest
ks,2948,24.0,36684.0,61178,Midwest
ks,487,7.0,7622.0,63269,Midwest
ks,2942,43.0,45554.0,50588,Midwest
ks,258,5.0,19767.0,57978,Midwest
ks,707,9.0,57664.0,48341,Midwest
ks,614,13.0,21952.0,39643,Midwest
ks,0,0.0,1769413.0,46881,Midwest
ky,1206,20.0,204296.0,38021,South
ky,781,10.0,111261.0,44036,South
ky,735,20.0,188884.0,55334,South
ky,2,0.0,57633.0,45048,South
ky,2464,33.0,562843.0,41459,South
ky,197,7.0,47802.0,44898,South
ky,1204,7.0,365058.0,26272,South
ky,0,0.0,2564640.0,78327,South
ky,7,7.0,248223.0,49637,South
ky,0,0.0,1010396.0,48308,South
ky,867,19.0,431446.0,46382,South
ky,48,0.0,25632.0,49158,South
ky,559,37.0,118264.0,27344,South
ky,2280,71.0,148162.0,47190,South
ky,1403,46.0,586358.0,63348,South
ky,1303,7.0,49922.0,41763,South
ky,217,1.0,159872.0,44775,South
ky,2255,68.0,523829.0,42273,South
ky,0,0.0,1105217.0,63050,South
ky,404,2.0,19904.0,45109,South
ky,0,0.0,187801.0,43524,South
ky,104,3.0,272826.0,34736,South
ky,1514,7.0,83126.0,34819,South
ky,1066,29.0,1019897.0,43919,South
ky,0,0.0,471504.0,54953,South
ky,2327,122.0,138795.0,26840,South
ky,164,5.0,59416.0,32184,South
ky,8,0.0,58761.0,45244,South
ky,134,4.0,45996.0,35344,South
ky,706,4.0,1443439.0,51673,South
ky,665,7.0,39163.0,43401,South
ky,0,0.0,275248.0,32306,South
ky,9,0.0,75272.0,31688,South
ky,0,0.0,4994845.0,57291,South
ky,947,21.0,134768.0,44612,South
ky,15,0.0,448252.0,32730,South
ky,299,2.0,654232.0,56274,South
ky,6,0.0,43988.0,30114,South
ky,0,0.0,128033.0,52167,South
ky,0,0.0,59069.0,52631,South
ky,1198,16.0,284408.0,48714,South
ky,2984,7.0,403699.0,44043,South
ky,5057,157.0,258606.0,38612,South
ky,1135,29.0,62056.0,35899,South
ky,233,0.0,211710.0,51655,South
ky,38,1.0,43500.0,57217,South
ky,3781,28.0,1639060.0,54367,South
ky,1,0.0,205394.0,26478,South
ky,1732,37.0,134519.0,48438,South
ky,1647,96.0,157919.0,38396,South
ky,2482,7.0,729902.0,48926,South
ky,554,4.0,171391.0,53926,South
ky,183,0.0,76139.0,42929,South
ky,1051,32.0,692373.0,47170,South
ky,1089,25.0,45718.0,32138,South
ky,0,0.0,10964388.0,56586,South
ky,0,0.0,920326.0,58245,South
ky,736,7.0,383024.0,37055,South
ky,0,0.0,1331664.0,64339,South
ky,142,6.0,72483.0,31198,South
ky,982,36.0,343093.0,30181,South
ky,189,7.0,63929.0,47643,South
ky,699,5.0,1015103.0,41526,South
ky,1474,50.0,161528.0,32798,South
ky,2,0.0,63926.0,25275,South
ky,950,59.0,55585.0,31627,South
ky,0,0.0,151242.0,29886,South
ky,161,1.0,70452.0,31147,South
ky,4399,152.0,145878.0,42919,South
ky,1468,7.0,47093.0,50839,South
ky,2643,112.0,264873.0,48014,South
ky,274,2.0,65137.0,52528,South
ky,6,0.0,1080697.0,50060,South
ky,318,12.0,61128.0,28147,South
ky,413,12.0,171021.0,40107,South
ky,618,8.0,392335.0,55113,South
ky,254,1.0,93767.0,41013,South
ky,228,7.0,363814.0,45377,South
ky,1,7.0,1638500.0,46080,South
ky,522,19.0,81880.0,28105,South
ky,314,7.0,60985.0,51861,South
ky,1111,6.0,197320.0,56603,South
ky,67,1.0,23247.0,39325,South
ky,425,2.0,169718.0,55093,South
ky,80,0.0,49583.0,37386,South
ky,381,29.0,104128.0,34879,South
ky,0,0.0,457823.0,45516,South
ky,1059,7.0,93938.0,36134,South
ky,207,5.0,304062.0,43590,South
ky,1681,14.0,535201.0,60127,South
ky,42,1.0,27427.0,38149,South
ky,1635,57.0,190027.0,45564,South
ky,0,0.0,369311.0,99128,South
ky,1007,2.0,62217.0,48801,South
ky,108,6.0,16053.0,30284,South
ky,86,1.0,51476.0,54375,South
ky,314,14.0,525062.0,33640,South
ky,92,2.0,936224.0,34856,South
ky,0,0.0,100380.0,37469,South
ky,4834,120.0,864088.0,39998,South
ky,1706,31.0,275248.0,41902,South
ky,78,1.0,95229.0,35720,South
ky,420,8.0,338996.0,38230,South
ky,712,7.0,185886.0,38390,South
ky,2248,7.0,573312.0,70817,South
ky,84,1.0,569082.0,67056,South
ky,0,0.0,389598.0,48623,South
ky,0,0.0,81095.0,80166,South
ky,536,10.0,342109.0,44522,South
ky,919,34.0,77294.0,44005,South
ky,1287,32.0,95247.0,50536,South
ky,0,0.0,25571.0,53056,South
ky,11,0.0,195949.0,46673,South
ky,51,0.0,1692096.0,52270,South
ky,1894,15.0,75956.0,53743,South
ky,1006,35.0,157655.0,34914,South
ky,3776,19.0,79997.0,42119,South
ky,1060,21.0,442623.0,39005,South
ky,412,21.0,58172.0,24623,South
ky,0,0.0,230255.0,63820,South
la,70,7.0,602739.0,43396,South
la,2744,42.0,157559.0,46446,South
la,0,0.0,1538904.0,80527,South
la,208,11.0,121030.0,43759,South
la,1651,48.0,354718.0,38565,South
la,11122,7.0,383653.0,53209,South
la,2936,59.0,66492.0,30272,South
la,1711,7.0,1923345.0,54268,South
la,3008,38.0,4034900.0,41797,South
la,1590,7.0,3127100.0,51148,South
la,800,15.0,81052.0,37691,South
la,1750,11.0,28323.0,53423,South
la,3669,72.0,66634.0,40129,South
la,1923,76.0,83687.0,26776,South
la,2059,73.0,275384.0,32500,South
la,5628,95.0,251552.0,46006,South
la,4,0.0,7389667.0,54948,South
la,561,18.0,30650.0,22346,South
la,296,11.0,80318.0,51803,South
la,479,18.0,213742.0,31965,South
la,4575,151.0,250927.0,35282,South
la,4348,62.0,83223.0,42505,South
la,0,0.0,970704.0,46861,South
la,188,8.0,279272.0,50161,South
la,2488,84.0,128115.0,39139,South
la,565,10.0,402754.0,42105,South
la,0,0.0,8112339.0,54032,South
la,790,4.0,142279.0,42104,South
la,0,0.0,4355094.0,56999,South
la,27,0.0,965562.0,55506,South
la,2208,67.0,592587.0,35467,South
la,0,0.0,1180546.0,63389,South
la,426,3.0,158853.0,30350,South
la,2042,64.0,237401.0,32929,South
la,5694,7.0,404791.0,28567,South
la,4,0.0,3245075.0,41604,South
la,1780,4.0,2387131.0,41121,South
la,3604,144.0,134142.0,57204,South
la,1,0.0,201236.0,41480,South
la,21030,311.0,2211513.0,47269,South
la,1084,15.0,37289.0,33816,South
la,1180,10.0,250362.0,34029,South
la,4982,155.0,217198.0,40336,South
la,360,5.0,392214.0,44661,South
la,0,0.0,402903.0,69019,South
la,674,24.0,80033.0,43886,South
la,0,0.0,128589.0,51603,South
la,67,3.0,479166.0,57429,South
la,3217,133.0,976781.0,36403,South
la,98,0.0,558979.0,48656,South
la,197,0.0,605218.0,40485,South
la,1467,8.0,3550739.0,68905,South
la,1469,34.0,1769717.0,47832,South
la,3091,165.0,27660.0,27500,South
la,2840,155.0,1929399.0,48747,South
la,7697,7.0,141267.0,44100,South
la,1115,17.0,577337.0,51945,South
la,9600,204.0,426706.0,49141,South
la,2619,43.0,297031.0,37570,South
la,3947,89.0,549383.0,28951,South
la,247,3.0,455478.0,65385,South
la,546,6.0,87440.0,38500,South
la,5957,7.0,86610.0,59637,South
la,2330,34.0,113872.0,38353,South
me,0,0.0,1818065.0,53509,Northeast
me,6486,201.0,1119423.0,41123,Northeast
me,61,0.0,5751358.0,73072,Northeast
me,464,17.0,395523.0,51422,Northeast
me,2177,31.0,852618.0,57178,Northeast
me,1105,21.0,2179332.0,55365,Northeast
me,880,3.0,632931.0,57751,Northeast
me,907,45.0,421732.0,57720,Northeast
me,4268,37.0,611396.0,49204,Northeast
me,6716,127.0,3203103.0,50808,Northeast
me,780,22.0,212225.0,40890,Northeast
me,436,6.0,465508.0,63694,Northeast
me,1131,10.0,610982.0,44256,Northeast
me,817,7.0,365668.0,51931,Northeast
me,3641,102.0,433142.0,41347,Northeast
me,0,0.0,2448708.0,67830,Northeast
md,1259,19.0,922837.0,45893,South
md,0,0.0,8758765.0,100798,South
md,0,0.0,12645701.0,76866,South
md,0,0.0,3647668.0,50379,South
md,0,0.0,848445.0,109313,South
md,29,1.0,476213.0,58638,South
md,0,7.0,2245218.0,96769,South
md,0,0.0,1146349.0,76887,South
md,284,4.0,2245020.0,100003,South
md,1898,40.0,288746.0,52917,South
md,0,0.0,3267685.0,97730,South
md,80,1.0,517936.0,52617,South
md,0,0.0,3792912.0,89147,South
md,0,0.0,4867692.0,121160,South
md,0,0.0,185941.0,58598,South
md,0,0.0,13706235.0,108820,South
md,0,0.0,9358060.0,84920,South
md,112,1.0,547492.0,97034,South
md,1163,87.0,112241.0,37803,South
md,7,0.0,1226984.0,89845,South
md,0,0.0,670169.0,73547,South
md,0,0.0,2457555.0,60860,South
md,1147,7.0,1608264.0,56956,South
md,0,7.0,835579.0,63499,South
ma,0,0.0,3856942.0,74336,Northeast
ma,2186,17.0,1916512.0,59230,Northeast
ma,0,0.0,8403498.0,69095,Northeast
ma,50,5.0,373633.0,71811,Northeast
ma,0,0.0,10037894.0,79263,Northeast
ma,211,3.0,703663.0,60950,Northeast
ma,2535,36.0,5752962.0,55429,Northeast
ma,3247,64.0,1749972.0,70876,Northeast
ma,0,0.0,21344600.0,102603,Northeast
ma,0,0.0,317541.0,107717,Northeast
ma,0,0.0,11801057.0,103291,Northeast
ma,0,0.0,6889614.0,89489,Northeast
ma,0,0.0,8850957.0,69669,Northeast
ma,0,0.0,10916535.0,74679,Northeast
mi,1709,29.0,52481.0,40484,Midwest
mi,1225,22.0,64637.0,45570,Midwest
mi,0,0.0,949923.0,62965,Midwest
mi,3064,60.0,448820.0,43363,Midwest
mi,39,1.0,169645.0,56165,Midwest
mi,1,0.0,150754.0,42290,Midwest
mi,1366,24.0,53128.0,46065,Midwest
mi,19,7.0,286016.0,64490,Midwest
mi,64,0.0,1302984.0,48819,Midwest
mi,0,0.0,128039.0,57974,Midwest
mi,0,0.0,1681104.0,50795,Midwest
mi,126,6.0,435196.0,51947,Midwest
mi,1425,16.0,1702331.0,48607,Midwest
mi,9,0.0,256877.0,55107,Midwest
mi,200,2.0,196794.0,55760,Midwest
mi,1437,17.0,310230.0,48044,Midwest
mi,6261,146.0,454116.0,46486,Midwest
mi,438,5.0,261312.0,39565,Midwest
mi,297,2.0,749244.0,70390,Midwest
mi,906,11.0,214568.0,47977,Midwest
mi,3545,44.0,507058.0,47434,Midwest
mi,2317,62.0,431245.0,51645,Midwest
mi,23,0.0,1452983.0,64348,Midwest
mi,3173,7.0,627784.0,55829,Midwest
mi,0,0.0,5307932.0,48588,Midwest
mi,1906,7.0,141009.0,44619,Midwest
mi,2167,16.0,159593.0,38839,Midwest
mi,0,0.0,1767778.0,63575,Midwest
mi,652,6.0,344209.0,47848,Midwest
mi,527,12.0,370196.0,49622,Midwest
mi,1928,19.0,329393.0,43183,Midwest
mi,6058,186.0,361915.0,48289,Midwest
mi,0,0.0,3260486.0,52872,Midwest
mi,0,0.0,430395.0,57043,Midwest
mi,16,0.0,327152.0,43678,Midwest
mi,638,14.0,101627.0,41599,Midwest
mi,48,0.0,769882.0,45116,Midwest
mi,39,0.0,1841695.0,53658,Midwest
mi,114,1.0,3129384.0,56511,Midwest
mi,790,7.0,155924.0,46898,Midwest
mi,0,0.0,8698608.0,63053,Midwest
mi,630,9.0,3850.0,50292,Midwest
mi,165,7.0,60155.0,37320,Midwest
mi,0,0.0,867051.0,62641,Midwest
mi,1246,10.0,139265.0,65249,Midwest
mi,10,7.0,961600.0,55450,Midwest
mi,0,0.0,2410171.0,84221,Midwest
mi,785,27.0,84246.0,45469,Midwest
mi,3850,147.0,121927.0,47938,Midwest
mi,0,0.0,11304239.0,62855,Midwest
mi,38,7.0,231887.0,50055,Midwest
mi,4092,70.0,789252.0,53970,Midwest
mi,3655,7.0,370347.0,51725,Midwest
mi,1091,25.0,488245.0,45018,Midwest
mi,990,20.0,155508.0,46828,Midwest
mi,1341,26.0,1015652.0,62625,Midwest
mi,632,5.0,119959.0,47194,Midwest
mi,0,0.0,1471162.0,62203,Midwest
mi,0,0.0,601750.0,49448,Midwest
mi,377,4.0,66728.0,41772,Midwest
mi,0,0.0,1919403.0,50854,Midwest
mi,498,11.0,377067.0,50326,Midwest
mi,0,0.0,20886174.0,79698,Midwest
mi,939,27.0,160477.0,50104,Midwest
mi,11,7.0,387590.0,40373,Midwest
mi,2321,59.0,48416.0,41546,Midwest
mi,12,0.0,176149.0,44032,Midwest
mi,138,3.0,59547.0,42335,Midwest
mi,843,18.0,528636.0,54332,Midwest
mi,0,7.0,2666584.0,69314,Midwest
mi,2882,41.0,110919.0,47948,Midwest
mi,180,4.0,331414.0,42054,Midwest
mi,5,0.0,2913312.0,48000,Midwest
mi,2674,64.0,374184.0,47672,Midwest
mi,2105,42.0,124635.0,45500,Midwest
mi,0,0.0,713931.0,56032,Midwest
mi,9,7.0,1759966.0,56951,Midwest
mi,0,0.0,631761.0,52086,Midwest
mi,5053,113.0,481924.0,49988,Midwest
mi,0,0.0,634610.0,54485,Midwest
mi,0,0.0,4461115.0,72586,Midwest
mi,0,0.0,17409409.0,47301,Midwest
mi,971,18.0,497382.0,47193,Midwest
mn,5476,7.0,173292.0,49351,Midwest
mn,0,0.0,3982068.0,82175,Midwest
mn,9526,191.0,459672.0,60284,Midwest
mn,10688,293.0,702693.0,49160,Midwest
mn,1125,13.0,510315.0,57715,Midwest
mn,2023,38.0,38233.0,53900,Midwest
mn,942,6.0,1413117.0,57429,Midwest
mn,377,1.0,347052.0,61120,Midwest
mn,4083,66.0,351811.0,63098,Midwest
mn,0,0.0,907751.0,101496,Midwest
mn,3956,100.0,255710.0,52204,Midwest
mn,699,4.0,198890.0,55269,Midwest
mn,635,8.0,469214.0,83464,Midwest
mn,2326,29.0,665074.0,65269,Midwest
mn,3404,124.0,48815.0,50386,Midwest
mn,1628,18.0,66659.0,57432,Midwest
mn,1027,5.0,102814.0,52087,Midwest
mn,1352,7.0,1124967.0,56549,Midwest
mn,0,0.0,6485623.0,86036,Midwest
mn,518,8.0,87932.0,74575,Midwest
mn,4101,62.0,743427.0,63819,Midwest
mn,1650,8.0,122266.0,53156,Midwest
mn,567,7.0,189493.0,61207,Midwest
mn,1357,12.0,559775.0,53631,Midwest
mn,217,0.0,737943.0,66800,Midwest
mn,2654,51.0,60883.0,55466,Midwest
mn,0,0.0,23926878.0,78167,Midwest
mn,371,3.0,136169.0,60382,Midwest
mn,4430,44.0,216089.0,56709,Midwest
mn,2060,62.0,482766.0,74616,Midwest
mn,6147,7.0,568619.0,55139,Midwest
